67/68,17.speeldag,28 jan. 1968,15:00,DAR,Daring Club Brussel,0:0,SKBevW,SK Beveren-Waes
67/68,17.speeldag,28 jan. 1968,15:00,RCSC,R Charleroi SC,0:0,RFCL,RFC Luik
67/68,17.speeldag,28 jan. 1968,15:00,Royal,Royal Racing White Brüssel,2:2,Lierse,Lierse SK (- 2018)
67/68,18.speeldag,3 feb. 1968,19:30,Standard Luik,Standard Luik,4:0,Lierse,Lierse SK (- 2018)
67/68,18.speeldag,4 feb. 1968,15:00,RSCA,RSC Anderlecht,2:0,RCSC,R Charleroi SC
67/68,18.speeldag,4 feb. 1968,15:00,DAR,Daring Club Brussel,1:0,RAFC,R Antwerp FC
67/68,18.speeldag,4 feb. 1968,15:00,Beers.,Royal Beerschot AC,0:0,KSVWar,KSV Waregem (- 2001)
67/68,18.speeldag,4 feb. 1968,15:00,KBFC,Beringen FC (- 2002),1:0,RFCL,RFC Luik
67/68,18.speeldag,4 feb. 1968,15:00,SKBevW,SK Beveren-Waes,0:0,KVM,KV Mechelen
67/68,18.speeldag,4 feb. 1968,15:00,FCB,Club Brugge,0:0,STVV,Sint-Truidense VV
67/68,18.speeldag,4 feb. 1968,15:00,Olympi,Olympic Charleroi,0:1,Royal,Royal Racing White Brüssel
67/68,19.speeldag,11 feb. 1968,15:00,STVV,Sint-Truidense VV,3:2,Standard Luik,Standard Luik
67/68,19.speeldag,11 feb. 1968,15:00,KSVWar,KSV Waregem (- 2001),1:1,RSCA,RSC Anderlecht
67/68,19.speeldag,11 feb. 1968,15:00,RAFC,R Antwerp FC,0:0,SKBevW,SK Beveren-Waes
67/68,19.speeldag,11 feb. 1968,15:00,Lierse,Lierse SK (- 2018),3:1,Beers.,Royal Beerschot AC
67/68,19.speeldag,11 feb. 1968,15:00,Royal,Royal Racing White Brüssel,0:0,KBFC,Beringen FC (- 2002)
67/68,19.speeldag,11 feb. 1968,15:00,RCSC,R Charleroi SC,1:0,FCB,Club Brugge
67/68,19.speeldag,11 feb. 1968,15:00,RFCL,RFC Luik,4:4,DAR,Daring Club Brussel
67/68,19.speeldag,11 feb. 1968,15:00,KVM,KV Mechelen,1:2,Olympi,Olympic Charleroi
67/68,20.speeldag,18 feb. 1968,15:00,Standard Luik,Standard Luik,3:0,KVM,KV Mechelen
67/68,20.speeldag,18 feb. 1968,15:00,RSCA,RSC Anderlecht,1:0,RFCL,RFC Luik
67/68,20.speeldag,18 feb. 1968,15:00,STVV,Sint-Truidense VV,0:0,RAFC,R Antwerp FC
67/68,20.speeldag,18 feb. 1968,15:00,Beers.,Royal Beerschot AC,3:0,KBFC,Beringen FC (- 2002)
67/68,20.speeldag,18 feb. 1968,15:00,SKBevW,SK Beveren-Waes,1:3,KSVWar,KSV Waregem (- 2001)
67/68,20.speeldag,18 feb. 1968,15:00,FCB,Club Brugge,3:1,Lierse,Lierse SK (- 2018)
67/68,20.speeldag,18 feb. 1968,15:00,RCSC,R Charleroi SC,2:1,Olympi,Olympic Charleroi
67/68,20.speeldag,18 feb. 1968,15:00,DAR,Daring Club Brussel,3:2,Royal,Royal Racing White Brüssel
67/68,21.speeldag,,,3 mrt. 1968,15:00,RFCL,RFC Luik,1:1
67/68,21.speeldag,,,Standard Luik,Standard Luik,Lierse,Lierse SK (- 2018),2:4
67/68,21.speeldag,,,RSCA,RSC Anderlecht,Beers.,Royal Beerschot AC,3:1
67/68,21.speeldag,,,RAFC,R Antwerp FC,KBFC,Beringen FC (- 2002),2:0
67/68,21.speeldag,,,SKBevW,SK Beveren-Waes,Olympi,Olympic Charleroi,1:1
67/68,21.speeldag,,,FCB,Club Brugge,Royal,Royal Racing White Brüssel,1:0
67/68,21.speeldag,,,RCSC,R Charleroi SC,KVM,KV Mechelen,3:1
67/68,21.speeldag,,,DAR,Daring Club Brussel,KSVWar,KSV Waregem (- 2001),2:1
67/68,22.speeldag,,,10 mrt. 1968,15:00,RAFC,R Antwerp FC,1:2
67/68,22.speeldag,,,KVM,KV Mechelen,STVV,Sint-Truidense VV,4:0
67/68,22.speeldag,,,KBFC,Beringen FC (- 2002),SKBevW,SK Beveren-Waes,0:1
67/68,22.speeldag,,,Olympi,Olympic Charleroi,FCB,Club Brugge,4:2
67/68,22.speeldag,,,RFCL,RFC Luik,RCSC,R Charleroi SC,2:3
67/68,22.speeldag,,,KSVWar,KSV Waregem (- 2001),DAR,Daring Club Brussel,1:0
67/68,22.speeldag,,,Lierse,Lierse SK (- 2018),Standard Luik,2:0,Royal
67/68,22.speeldag,,,Royal Racing White Brüssel,RSCA,RSC Anderlecht,3:1,Beers.
67/68,23.speeldag,,,16 mrt. 1968,19:30,Royal,Royal Racing White Brüssel,0:0
67/68,23.speeldag,,,FCB,Club Brugge,17 mrt. 1968,15:00,RSCA
67/68,23.speeldag,,,RSC Anderlecht,4:0,Standard Luik,KBFC,Beringen FC (- 2002)
67/68,23.speeldag,,,0:1,RAFC,R Antwerp FC,Beers.,Royal Beerschot AC
67/68,23.speeldag,,,0:2,STVV,Sint-Truidense VV,RFCL,RFC Luik
67/68,23.speeldag,,,2:0,SKBevW,SK Beveren-Waes,Lierse,Lierse SK (- 2018)
67/68,23.speeldag,,,3:1,RCSC,R Charleroi SC,Olympi,Olympic Charleroi
67/68,23.speeldag,,,0:1,DAR,Daring Club Brussel,KSVWar,KSV Waregem (- 2001)
67/68,24.speeldag,,,24 mrt. 1968,15:00,Standard Luik,2:0,Beers.
67/68,24.speeldag,,,Royal Beerschot AC,FCB,Club Brugge,2:2,RSCA
67/68,24.speeldag,,,RSC Anderlecht,RAFC,R Antwerp FC,0:0,RCSC
67/68,24.speeldag,,,R Charleroi SC,Olympi,Olympic Charleroi,3:2,KBFC
67/68,24.speeldag,,,Beringen FC (- 2002),SKBevW,SK Beveren-Waes,0:2,Royal
67/68,24.speeldag,,,Royal Racing White Brüssel,DAR,Daring Club Brussel,1:1,KSVWar
67/68,24.speeldag,,,KSV Waregem (- 2001),STVV,Sint-Truidense VV,2:0,RFCL
67/68,24.speeldag,,,RFC Luik,KVM,KV Mechelen,4:0,Lierse
67/68,25.speeldag,,,30 mrt. 1968,19:30,RSCA,RSC Anderlecht,2:0
67/68,25.speeldag,,,DAR,Daring Club Brussel,30 mrt. 1968,Beers.,Royal Beerschot AC
67/68,25.speeldag,,,5:0,Olympi,Olympic Charleroi,31 mrt. 1968,15:00
67/68,25.speeldag,,,KBFC,Beringen FC (- 2002),1:3,Standard Luik,Standard Luik
67/68,25.speeldag,,,RFCL,RFC Luik,2:0,RAFC,R Antwerp FC
67/68,25.speeldag,,,Lierse,Lierse SK (- 2018),0:0,SKBevW,SK Beveren-Waes
67/68,25.speeldag,,,KSVWar,KSV Waregem (- 2001),1:0,FCB,Club Brugge
67/68,25.speeldag,,,RCSC,R Charleroi SC,2:0,STVV,Sint-Truidense VV
67/68,25.speeldag,,,Royal,Royal Racing White Brüssel,2:2,KVM,KV Mechelen
67/68,26.speeldag,20 apr. 1968,19:30,DAR,Daring Club Brussel,0:4,Standard Luik,Standard Luik
67/68,26.speeldag,20 apr. 1968,19:30,RFCL,RFC Luik,2:0,Lierse,Lierse SK (- 2018)
67/68,26.speeldag,21 apr. 1968,15:00,KVM,KV Mechelen,0:2,FCB,Club Brugge
67/68,26.speeldag,21 apr. 1968,15:00,Royal,Royal Racing White Brüssel,1:1,RSCA,RSC Anderlecht
67/68,26.speeldag,21 apr. 1968,15:00,RAFC,R Antwerp FC,3:1,KSVWar,KSV Waregem (- 2001)
67/68,26.speeldag,21 apr. 1968,15:00,SKBevW,SK Beveren-Waes,3:2,Beers.,Royal Beerschot AC
67/68,26.speeldag,21 apr. 1968,15:00,KBFC,Beringen FC (- 2002),1:2,RCSC,R Charleroi SC
67/68,26.speeldag,21 apr. 1968,15:00,Olympi,Olympic Charleroi,1:3,STVV,Sint-Truidense VV
67/68,27.speeldag,28 apr. 1968,15:00,Standard Luik,Standard Luik,3:0,SKBevW,SK Beveren-Waes
67/68,27.speeldag,28 apr. 1968,15:00,RSCA,RSC Anderlecht,4:1,Olympi,Olympic Charleroi
67/68,27.speeldag,28 apr. 1968,15:00,FCB,Club Brugge,1:0,RAFC,R Antwerp FC
67/68,27.speeldag,28 apr. 1968,15:00,Beers.,Royal Beerschot AC,2:1,Royal,Royal Racing White Brüssel
67/68,27.speeldag,28 apr. 1968,15:00,Lierse,Lierse SK (- 2018),1:0,KBFC,Beringen FC (- 2002)
67/68,27.speeldag,28 apr. 1968,15:00,RCSC,R Charleroi SC,0:0,DAR,Daring Club Brussel
67/68,27.speeldag,28 apr. 1968,15:00,KSVWar,KSV Waregem (- 2001),1:0,RFCL,RFC Luik
67/68,27.speeldag,28 apr. 1968,15:00,STVV,Sint-Truidense VV,1:2,KVM,KV Mechelen
67/68,28.speeldag,5 mei 1968,15:00,Olympi,Olympic Charleroi,3:0,Lierse,Lierse SK (- 2018)
67/68,28.speeldag,5 mei 1968,15:00,Royal,Royal Racing White Brüssel,2:0,KSVWar,KSV Waregem (- 2001)
67/68,28.speeldag,5 mei 1968,15:00,RAFC,R Antwerp FC,0:0,Standard Luik,Standard Luik
67/68,28.speeldag,5 mei 1968,15:00,KBFC,Beringen FC (- 2002),2:0,RSCA,RSC Anderlecht
67/68,28.speeldag,5 mei 1968,15:00,RFCL,RFC Luik,1:0,Beers.,Royal Beerschot AC
67/68,28.speeldag,5 mei 1968,15:00,SKBevW,SK Beveren-Waes,1:2,FCB,Club Brugge
67/68,28.speeldag,5 mei 1968,15:00,KVM,KV Mechelen,0:1,RCSC,R Charleroi SC
67/68,28.speeldag,5 mei 1968,15:00,DAR,Daring Club Brussel,0:1,STVV,Sint-Truidense VV
67/68,29.speeldag,12 mei 1968,15:00,Standard Luik,Standard Luik,1:2,KSVWar,KSV Waregem (- 2001)
67/68,29.speeldag,12 mei 1968,15:00,KVM,KV Mechelen,0:0,RSCA,RSC Anderlecht
67/68,29.speeldag,12 mei 1968,15:00,RAFC,R Antwerp FC,3:1,Lierse,Lierse SK (- 2018)
67/68,29.speeldag,12 mei 1968,15:00,FCB,Club Brugge,3:1,Beers.,Royal Beerschot AC
67/68,29.speeldag,12 mei 1968,15:00,DAR,Daring Club Brussel,0:2,KBFC,Beringen FC (- 2002)
67/68,29.speeldag,12 mei 1968,15:00,SKBevW,SK Beveren-Waes,2:0,RCSC,R Charleroi SC
67/68,29.speeldag,12 mei 1968,15:00,Olympi,Olympic Charleroi,0:1,RFCL,RFC Luik
67/68,29.speeldag,12 mei 1968,15:00,STVV,Sint-Truidense VV,4:2,Royal,Royal Racing White Brüssel
67/68,30.speeldag,18 mei 1968,19:30,Beers.,Royal Beerschot AC,3:3,DAR,Daring Club Brussel
67/68,30.speeldag,19 mei 1968,15:00,RCSC,R Charleroi SC,0:1,Standard Luik,Standard Luik
67/68,30.speeldag,19 mei 1968,15:00,RSCA,RSC Anderlecht,2:0,SKBevW,SK Beveren-Waes
67/68,30.speeldag,19 mei 1968,15:00,Royal,Royal Racing White Brüssel,2:0,RAFC,R Antwerp FC
67/68,30.speeldag,19 mei 1968,15:00,KBFC,Beringen FC (- 2002),0:1,FCB,Club Brugge
67/68,30.speeldag,19 mei 1968,15:00,RFCL,RFC Luik,1:0,KVM,KV Mechelen
67/68,30.speeldag,19 mei 1968,15:00,Lierse,Lierse SK (- 2018),0:5,STVV,Sint-Truidense VV
67/68,30.speeldag,19 mei 1968,15:00,KSVWar,KSV Waregem (- 2001),4:1,Olympi,Olympic Charleroi
68/69,1.speeldag,7 sep. 1968,19:30,RSCA,RSC Anderlecht,2:2,STVV,Sint-Truidense VV
68/69,1.speeldag,8 sep. 1968,15:00,Standard Luik,Standard Luik,5:1,RUSG,Union Saint-Gilloise
68/69,1.speeldag,8 sep. 1968,15:00,Royal,Royal Racing White Brüssel,2:1,VAV,Beerschot VAV
68/69,1.speeldag,8 sep. 1968,15:00,KBFC,Beringen FC (- 2002),2:0,DAR,Daring Club Brussel
68/69,1.speeldag,8 sep. 1968,15:00,SKBevW,SK Beveren-Waes,3:1,RFCL,RFC Luik
68/69,1.speeldag,8 sep. 1968,15:00,Lierse,Lierse SK (- 2018),1:2,FCB,Club Brugge
68/69,1.speeldag,8 sep. 1968,15:00,Associ,Association Royale Athlétique Gent,1:1,RCSC,R Charleroi SC
68/69,1.speeldag,8 sep. 1968,15:00,KSVWar,KSV Waregem (- 2001),1:4,KVM,KV Mechelen
68/69,2.speeldag,15 sep. 1968,15:00,DAR,Daring Club Brussel,0:3,Standard Luik,Standard Luik
68/69,2.speeldag,15 sep. 1968,15:00,VAV,Beerschot VAV,2:1,RSCA,RSC Anderlecht
68/69,2.speeldag,15 sep. 1968,15:00,KVM,KV Mechelen,2:3,KBFC,Beringen FC (- 2002)
68/69,2.speeldag,15 sep. 1968,15:00,RUSG,Union Saint-Gilloise,1:0,SKBevW,SK Beveren-Waes
68/69,2.speeldag,15 sep. 1968,15:00,FCB,Club Brugge,3:0,Associ,Association Royale Athlétique Gent
68/69,2.speeldag,15 sep. 1968,15:00,RCSC,R Charleroi SC,2:1,KSVWar,KSV Waregem (- 2001)
68/69,2.speeldag,15 sep. 1968,15:00,RFCL,RFC Luik,2:0,Royal,Royal Racing White Brüssel
68/69,2.speeldag,15 sep. 1968,15:00,STVV,Sint-Truidense VV,1:1,Lierse,Lierse SK (- 2018)
68/69,3.speeldag,21 sep. 1968,19:30,RSCA,RSC Anderlecht,7:0,RFCL,RFC Luik
68/69,3.speeldag,22 sep. 1968,15:00,Standard Luik,Standard Luik,4:0,KVM,KV Mechelen
68/69,3.speeldag,22 sep. 1968,15:00,Lierse,Lierse SK (- 2018),5:1,VAV,Beerschot VAV
68/69,3.speeldag,22 sep. 1968,15:00,KBFC,Beringen FC (- 2002),0:3,RCSC,R Charleroi SC
68/69,3.speeldag,22 sep. 1968,15:00,SKBevW,SK Beveren-Waes,3:3,Royal,Royal Racing White Brüssel
68/69,3.speeldag,22 sep. 1968,15:00,KSVWar,KSV Waregem (- 2001),3:1,FCB,Club Brugge
68/69,3.speeldag,22 sep. 1968,15:00,RUSG,Union Saint-Gilloise,1:1,DAR,Daring Club Brussel
68/69,3.speeldag,22 sep. 1968,15:00,Associ,Association Royale Athlétique Gent,1:1,STVV,Sint-Truidense VV
68/69,4.speeldag,29 sep. 1968,15:00,RCSC,R Charleroi SC,2:0,Standard Luik,Standard Luik
68/69,4.speeldag,29 sep. 1968,15:00,Royal,Royal Racing White Brüssel,0:5,RSCA,RSC Anderlecht
68/69,4.speeldag,29 sep. 1968,15:00,VAV,Beerschot VAV,1:0,Associ,Association Royale Athlétique Gent
68/69,4.speeldag,29 sep. 1968,15:00,FCB,Club Brugge,3:1,KBFC,Beringen FC (- 2002)
68/69,4.speeldag,29 sep. 1968,15:00,DAR,Daring Club Brussel,3:3,SKBevW,SK Beveren-Waes
68/69,4.speeldag,29 sep. 1968,15:00,RFCL,RFC Luik,2:2,Lierse,Lierse SK (- 2018)
68/69,4.speeldag,29 sep. 1968,15:00,KVM,KV Mechelen,0:0,RUSG,Union Saint-Gilloise
68/69,4.speeldag,29 sep. 1968,15:00,STVV,Sint-Truidense VV,3:0,KSVWar,KSV Waregem (- 2001)
68/69,5.speeldag,5 okt. 1968,20:00,KSVWar,KSV Waregem (- 2001),2:2,VAV,Beerschot VAV
68/69,5.speeldag,6 okt. 1968,15:00,Standard Luik,Standard Luik,1:0,FCB,Club Brugge
68/69,5.speeldag,6 okt. 1968,15:00,SKBevW,SK Beveren-Waes,3:3,RSCA,RSC Anderlecht
68/69,5.speeldag,6 okt. 1968,15:00,KBFC,Beringen FC (- 2002),1:1,STVV,Sint-Truidense VV
68/69,5.speeldag,6 okt. 1968,15:00,RUSG,Union Saint-Gilloise,1:2,RCSC,R Charleroi SC
68/69,5.speeldag,6 okt. 1968,15:00,DAR,Daring Club Brussel,3:1,KVM,KV Mechelen
68/69,5.speeldag,6 okt. 1968,15:00,Associ,Association Royale Athlétique Gent,1:0,RFCL,RFC Luik
68/69,5.speeldag,6 okt. 1968,15:00,Lierse,Lierse SK (- 2018),2:2,Royal,Royal Racing White Brüssel
68/69,6.speeldag,20 okt. 1968,15:00,STVV,Sint-Truidense VV,2:3,Standard Luik,Standard Luik
68/69,6.speeldag,20 okt. 1968,15:00,RSCA,RSC Anderlecht,0:0,Lierse,Lierse SK (- 2018)
68/69,6.speeldag,20 okt. 1968,15:00,VAV,Beerschot VAV,1:1,KBFC,Beringen FC (- 2002)
68/69,6.speeldag,20 okt. 1968,15:00,KVM,KV Mechelen,2:1,SKBevW,SK Beveren-Waes
68/69,6.speeldag,20 okt. 1968,15:00,FCB,Club Brugge,2:1,RUSG,Union Saint-Gilloise
68/69,6.speeldag,20 okt. 1968,15:00,RCSC,R Charleroi SC,2:0,DAR,Daring Club Brussel
68/69,6.speeldag,20 okt. 1968,15:00,Royal,Royal Racing White Brüssel,2:2,Associ,Association Royale Athlétique Gent
68/69,6.speeldag,20 okt. 1968,15:00,RFCL,RFC Luik,1:2,KSVWar,KSV Waregem (- 2001)
68/69,7.speeldag,26 okt. 1968,20:00,KSVWar,KSV Waregem (- 2001),2:1,Royal,Royal Racing White Brüssel
68/69,7.speeldag,27 okt. 1968,15:00,Standard Luik,Standard Luik,3:0,VAV,Beerschot VAV
68/69,7.speeldag,27 okt. 1968,15:00,Associ,Association Royale Athlétique Gent,2:3,RSCA,RSC Anderlecht
68/69,7.speeldag,27 okt. 1968,15:00,KBFC,Beringen FC (- 2002),2:0,RFCL,RFC Luik
68/69,7.speeldag,27 okt. 1968,15:00,SKBevW,SK Beveren-Waes,1:1,Lierse,Lierse SK (- 2018)
68/69,7.speeldag,27 okt. 1968,15:00,DAR,Daring Club Brussel,1:1,FCB,Club Brugge
68/69,7.speeldag,27 okt. 1968,15:00,KVM,KV Mechelen,0:3,RCSC,R Charleroi SC
68/69,7.speeldag,27 okt. 1968,15:00,RUSG,Union Saint-Gilloise,1:1,STVV,Sint-Truidense VV
68/69,8.speeldag,2 nov. 1968,19:30,RSCA,RSC Anderlecht,2:2,KSVWar,KSV Waregem (- 2001)
68/69,8.speeldag,3 nov. 1968,15:00,RFCL,RFC Luik,4:3,Standard Luik,Standard Luik
68/69,8.speeldag,3 nov. 1968,15:00,VAV,Beerschot VAV,5:2,RUSG,Union Saint-Gilloise
68/69,8.speeldag,3 nov. 1968,15:00,Royal,Royal Racing White Brüssel,3:1,KBFC,Beringen FC (- 2002)
68/69,8.speeldag,3 nov. 1968,15:00,RCSC,R Charleroi SC,1:4,SKBevW,SK Beveren-Waes
68/69,8.speeldag,3 nov. 1968,15:00,FCB,Club Brugge,1:1,KVM,KV Mechelen
68/69,8.speeldag,3 nov. 1968,15:00,STVV,Sint-Truidense VV,2:1,DAR,Daring Club Brussel
68/69,8.speeldag,3 nov. 1968,15:00,Lierse,Lierse SK (- 2018),2:1,Associ,Association Royale Athlétique Gent
68/69,9.speeldag,10 nov. 1968,15:00,Standard Luik,Standard Luik,0:0,Royal,Royal Racing White Brüssel
68/69,9.speeldag,10 nov. 1968,15:00,KBFC,Beringen FC (- 2002),1:1,RSCA,RSC Anderlecht
68/69,9.speeldag,10 nov. 1968,15:00,DAR,Daring Club Brussel,1:0,VAV,Beerschot VAV
68/69,9.speeldag,10 nov. 1968,15:00,SKBevW,SK Beveren-Waes,1:1,Associ,Association Royale Athlétique Gent
68/69,9.speeldag,10 nov. 1968,15:00,RCSC,R Charleroi SC,1:0,FCB,Club Brugge
68/69,9.speeldag,10 nov. 1968,15:00,RUSG,Union Saint-Gilloise,2:0,RFCL,RFC Luik
68/69,9.speeldag,10 nov. 1968,15:00,KSVWar,KSV Waregem (- 2001),2:2,Lierse,Lierse SK (- 2018)
68/69,9.speeldag,10 nov. 1968,15:00,KVM,KV Mechelen,1:1,STVV,Sint-Truidense VV
68/69,10.speeldag,17 nov. 1968,15:00,RSCA,RSC Anderlecht,0:0,Standard Luik,Standard Luik
68/69,10.speeldag,17 nov. 1968,15:00,VAV,Beerschot VAV,8:2,KVM,KV Mechelen
68/69,10.speeldag,17 nov. 1968,15:00,Lierse,Lierse SK (- 2018),2:0,KBFC,Beringen FC (- 2002)
68/69,10.speeldag,17 nov. 1968,15:00,FCB,Club Brugge,2:0,SKBevW,SK Beveren-Waes
68/69,10.speeldag,17 nov. 1968,15:00,STVV,Sint-Truidense VV,3:1,RCSC,R Charleroi SC
68/69,10.speeldag,17 nov. 1968,15:00,RFCL,RFC Luik,4:0,DAR,Daring Club Brussel
68/69,10.speeldag,17 nov. 1968,15:00,Associ,Association Royale Athlétique Gent,2:1,KSVWar,KSV Waregem (- 2001)
68/69,10.speeldag,17 nov. 1968,15:00,Royal,Royal Racing White Brüssel,1:1,RUSG,Union Saint-Gilloise
68/69,11.speeldag,24 nov. 1968,15:00,Standard Luik,Standard Luik,0:0,Lierse,Lierse SK (- 2018)
68/69,11.speeldag,24 nov. 1968,15:00,RUSG,Union Saint-Gilloise,0:2,RSCA,RSC Anderlecht
68/69,11.speeldag,24 nov. 1968,15:00,RCSC,R Charleroi SC,1:1,VAV,Beerschot VAV
68/69,11.speeldag,24 nov. 1968,15:00,KBFC,Beringen FC (- 2002),1:1,Associ,Association Royale Athlétique Gent
68/69,11.speeldag,24 nov. 1968,15:00,SKBevW,SK Beveren-Waes,1:0,KSVWar,KSV Waregem (- 2001)
68/69,11.speeldag,24 nov. 1968,15:00,FCB,Club Brugge,5:0,STVV,Sint-Truidense VV
68/69,11.speeldag,24 nov. 1968,15:00,DAR,Daring Club Brussel,0:2,Royal,Royal Racing White Brüssel
68/69,11.speeldag,24 nov. 1968,15:00,KVM,KV Mechelen,2:2,RFCL,RFC Luik
68/69,12.speeldag,1 dec. 1968,14:30,Associ,Association Royale Athlétique Gent,0:0,Standard Luik,Standard Luik
68/69,12.speeldag,1 dec. 1968,14:30,RSCA,RSC Anderlecht,2:1,DAR,Daring Club Brussel
68/69,12.speeldag,1 dec. 1968,14:30,VAV,Beerschot VAV,3:1,FCB,Club Brugge
68/69,12.speeldag,1 dec. 1968,14:30,KSVWar,KSV Waregem (- 2001),4:0,KBFC,Beringen FC (- 2002)
68/69,12.speeldag,1 dec. 1968,14:30,STVV,Sint-Truidense VV,1:0,SKBevW,SK Beveren-Waes
68/69,12.speeldag,1 dec. 1968,14:30,RFCL,RFC Luik,3:1,RCSC,R Charleroi SC
68/69,12.speeldag,1 dec. 1968,14:30,Lierse,Lierse SK (- 2018),1:3,RUSG,Union Saint-Gilloise
68/69,12.speeldag,1 dec. 1968,14:30,Royal,Royal Racing White Brüssel,2:1,KVM,KV Mechelen
68/69,13.speeldag,15 dec. 1968,14:30,Standard Luik,Standard Luik,3:1,KSVWar,KSV Waregem (- 2001)
68/69,13.speeldag,15 dec. 1968,14:30,KVM,KV Mechelen,1:0,RSCA,RSC Anderlecht
68/69,13.speeldag,15 dec. 1968,14:30,STVV,Sint-Truidense VV,4:1,VAV,Beerschot VAV
68/69,13.speeldag,15 dec. 1968,14:30,SKBevW,SK Beveren-Waes,1:0,KBFC,Beringen FC (- 2002)
68/69,13.speeldag,15 dec. 1968,14:30,FCB,Club Brugge,3:0,RFCL,RFC Luik
68/69,13.speeldag,15 dec. 1968,14:30,RCSC,R Charleroi SC,1:0,Royal,Royal Racing White Brüssel
68/69,13.speeldag,15 dec. 1968,14:30,DAR,Daring Club Brussel,1:4,Lierse,Lierse SK (- 2018)
68/69,13.speeldag,15 dec. 1968,14:30,RUSG,Union Saint-Gilloise,2:0,Associ,Association Royale Athlétique Gent
68/69,14.speeldag,21 dec. 1968,19:30,RSCA,RSC Anderlecht,3:1,RCSC,R Charleroi SC
68/69,14.speeldag,22 dec. 1968,14:30,KBFC,Beringen FC (- 2002),0:0,Standard Luik,Standard Luik
68/69,14.speeldag,22 dec. 1968,14:30,SKBevW,SK Beveren-Waes,1:0,VAV,Beerschot VAV
68/69,14.speeldag,22 dec. 1968,14:30,Royal,Royal Racing White Brüssel,0:1,FCB,Club Brugge
68/69,14.speeldag,22 dec. 1968,14:30,Associ,Association Royale Athlétique Gent,2:0,DAR,Daring Club Brussel
68/69,14.speeldag,22 dec. 1968,14:30,RFCL,RFC Luik,0:0,STVV,Sint-Truidense VV
68/69,14.speeldag,22 dec. 1968,14:30,Lierse,Lierse SK (- 2018),4:2,KVM,KV Mechelen
68/69,14.speeldag,22 dec. 1968,14:30,KSVWar,KSV Waregem (- 2001),3:1,RUSG,Union Saint-Gilloise
68/69,15.speeldag,5 jan. 1969,14:30,Standard Luik,Standard Luik,6:0,SKBevW,SK Beveren-Waes
68/69,15.speeldag,5 jan. 1969,14:30,FCB,Club Brugge,2:2,RSCA,RSC Anderlecht
68/69,15.speeldag,5 jan. 1969,14:30,VAV,Beerschot VAV,1:0,RFCL,RFC Luik
68/69,15.speeldag,5 jan. 1969,14:30,RUSG,Union Saint-Gilloise,0:1,KBFC,Beringen FC (- 2002)
68/69,15.speeldag,5 jan. 1969,14:30,RCSC,R Charleroi SC,1:1,Lierse,Lierse SK (- 2018)
68/69,15.speeldag,5 jan. 1969,14:30,DAR,Daring Club Brussel,1:0,KSVWar,KSV Waregem (- 2001)
68/69,15.speeldag,5 jan. 1969,14:30,KVM,KV Mechelen,0:1,Associ,Association Royale Athlétique Gent
68/69,15.speeldag,5 jan. 1969,14:30,STVV,Sint-Truidense VV,1:0,Royal,Royal Racing White Brüssel
68/69,16.speeldag,12 jan. 1969,14:30,RUSG,Union Saint-Gilloise,0:2,Standard Luik,Standard Luik
68/69,16.speeldag,12 jan. 1969,14:30,STVV,Sint-Truidense VV,2:2,RSCA,RSC Anderlecht
68/69,16.speeldag,12 jan. 1969,14:30,VAV,Beerschot VAV,2:1,Royal,Royal Racing White Brüssel
68/69,16.speeldag,12 jan. 1969,14:30,DAR,Daring Club Brussel,1:2,KBFC,Beringen FC (- 2002)
68/69,16.speeldag,12 jan. 1969,14:30,RFCL,RFC Luik,3:1,SKBevW,SK Beveren-Waes
68/69,16.speeldag,12 jan. 1969,14:30,FCB,Club Brugge,5:1,Lierse,Lierse SK (- 2018)
68/69,16.speeldag,12 jan. 1969,14:30,RCSC,R Charleroi SC,4:0,Associ,Association Royale Athlétique Gent
68/69,16.speeldag,12 jan. 1969,14:30,KVM,KV Mechelen,1:2,KSVWar,KSV Waregem (- 2001)
68/69,17.speeldag,19 jan. 1969,15:00,Standard Luik,Standard Luik,4:1,DAR,Daring Club Brussel
68/69,17.speeldag,19 jan. 1969,15:00,RSCA,RSC Anderlecht,5:1,VAV,Beerschot VAV
68/69,17.speeldag,19 jan. 1969,15:00,KBFC,Beringen FC (- 2002),1:0,KVM,KV Mechelen
68/69,17.speeldag,19 jan. 1969,15:00,SKBevW,SK Beveren-Waes,1:1,RUSG,Union Saint-Gilloise
68/69,17.speeldag,19 jan. 1969,15:00,Associ,Association Royale Athlétique Gent,2:2,FCB,Club Brugge
68/69,17.speeldag,19 jan. 1969,15:00,KSVWar,KSV Waregem (- 2001),3:0,RCSC,R Charleroi SC
68/69,17.speeldag,19 jan. 1969,15:00,Royal,Royal Racing White Brüssel,2:0,RFCL,RFC Luik
68/69,17.speeldag,19 jan. 1969,15:00,Lierse,Lierse SK (- 2018),2:0,STVV,Sint-Truidense VV
68/69,18.speeldag,26 jan. 1969,15:00,KVM,KV Mechelen,0:1,Standard Luik,Standard Luik
68/69,18.speeldag,26 jan. 1969,15:00,RFCL,RFC Luik,0:1,RSCA,RSC Anderlecht
68/69,18.speeldag,26 jan. 1969,15:00,VAV,Beerschot VAV,1:2,Lierse,Lierse SK (- 2018)
68/69,18.speeldag,26 jan. 1969,15:00,RCSC,R Charleroi SC,3:1,KBFC,Beringen FC (- 2002)
