62/63,29,2 jun. 1963,15:00,FCB,Club Brugge,1,1,STVV,Sint-Truidense VV
62/63,29,2 jun. 1963,15:00,Diest,KFC Diest,2,2,DAR,Daring Club Brussel
62/63,29,2 jun. 1963,15:00,Olympi,Olympic Charleroi,0,2,RUSG,Union Saint-Gilloise
62/63,30,8 jun. 1963,19:15,Standard Luik,Standard Luik,4,0,FCB,Club Brugge
62/63,30,8 jun. 1963,19:15,Associ,Association Royale Athl�tique Gent,1,1,RSCA,RSC Anderlecht
62/63,30,9 jun. 1963,15:00,KBFC,Beringen FC (- 2002),4,2,Beers.,Royal Beerschot AC
62/63,30,9 jun. 1963,15:00,BerchS,Berchem Sport,2,3,Olympi,Olympic Charleroi
62/63,30,9 jun. 1963,15:00,Cercle,Cercle Brugge,1,3,Diest,KFC Diest
62/63,30,9 jun. 1963,15:00,RUSG,Union Saint-Gilloise,4,1,RFCL,RFC Luik
62/63,30,9 jun. 1963,15:00,STVV,Sint-Truidense VV,1,0,Lierse,Lierse SK (- 2018)
62/63,30,9 jun. 1963,15:00,DAR,Daring Club Brussel,1,2,RAFC,R Antwerp FC
63/64,1,7 sep. 1963,20:00,RAFC,R Antwerp FC,2,1,KVM,KV Mechelen
63/64,1,7 sep. 1963,20:00,Associ,Association Royale Athl�tique Gent,2,0,DAR,Daring Club Brussel
63/64,1,8 sep. 1963,15:00,Standard Luik,Standard Luik,2,1,Diest,KFC Diest
63/64,1,8 sep. 1963,15:00,RSCA,RSC Anderlecht,2,0,BerchS,Berchem Sport
63/64,1,8 sep. 1963,15:00,Beers.,Royal Beerschot AC,1,0,Lierse,Lierse SK (- 2018)
63/64,1,8 sep. 1963,15:00,KBFC,Beringen FC (- 2002),2,2,RFCL,RFC Luik
63/64,1,8 sep. 1963,15:00,Cercle,Cercle Brugge,1,1,KFC Tu,KFC Turnhout
63/64,1,8 sep. 1963,15:00,STVV,Sint-Truidense VV,1,1,FCB,Club Brugge
63/64,2,15 sep. 1963,15:00,BerchS,Berchem Sport,1,1,STVV,Sint-Truidense VV
63/64,2,15 sep. 1963,15:00,DAR,Daring Club Brussel,3,3,KBFC,Beringen FC (- 2002)
63/64,2,15 sep. 1963,15:00,KVM,KV Mechelen,1,1,Cercle,Cercle Brugge
63/64,2,15 sep. 1963,15:00,KFC Tu,KFC Turnhout,2,0,Associ,Association Royale Athl�tique Gent
63/64,2,15 sep. 1963,15:00,Lierse,Lierse SK (- 2018),3,2,Standard Luik,Standard Luik
63/64,2,15 sep. 1963,15:00,Diest,KFC Diest,0,3,RSCA,RSC Anderlecht
63/64,2,15 sep. 1963,15:00,RFCL,RFC Luik,1,0,RAFC,R Antwerp FC
63/64,2,15 sep. 1963,15:00,FCB,Club Brugge,0,3,Beers.,Royal Beerschot AC
63/64,3,21 sep. 1963,20:00,Associ,Association Royale Athl�tique Gent,2,0,FCB,Club Brugge
63/64,3,22 sep. 1963,15:00,KBFC,Beringen FC (- 2002),3,0,BerchS,Berchem Sport
63/64,3,22 sep. 1963,15:00,Cercle,Cercle Brugge,0,2,DAR,Daring Club Brussel
63/64,3,22 sep. 1963,15:00,RFCL,RFC Luik,2,0,KFC Tu,KFC Turnhout
63/64,3,22 sep. 1963,15:00,STVV,Sint-Truidense VV,3,3,Lierse,Lierse SK (- 2018)
63/64,3,22 sep. 1963,15:00,KVM,KV Mechelen,0,3,Standard Luik,Standard Luik
63/64,3,22 sep. 1963,15:00,RSCA,RSC Anderlecht,1,1,Beers.,Royal Beerschot AC
63/64,3,22 sep. 1963,15:00,RAFC,R Antwerp FC,1,0,Diest,KFC Diest
63/64,4,29 sep. 1963,15:00,Standard Luik,Standard Luik,2,1,STVV,Sint-Truidense VV
63/64,4,29 sep. 1963,15:00,FCB,Club Brugge,0,5,RSCA,RSC Anderlecht
63/64,4,29 sep. 1963,15:00,KFC Tu,KFC Turnhout,1,1,RAFC,R Antwerp FC
63/64,4,29 sep. 1963,15:00,Beers.,Royal Beerschot AC,0,0,RFCL,RFC Luik
63/64,4,29 sep. 1963,15:00,BerchS,Berchem Sport,2,1,Cercle,Cercle Brugge
63/64,4,29 sep. 1963,15:00,Lierse,Lierse SK (- 2018),1,2,KBFC,Beringen FC (- 2002)
63/64,4,29 sep. 1963,15:00,DAR,Daring Club Brussel,2,2,KVM,KV Mechelen
63/64,4,29 sep. 1963,15:00,Diest,KFC Diest,2,1,Associ,Association Royale Athl�tique Gent
63/64,5,6 okt. 1963,15:00,Associ,Association Royale Athl�tique Gent,0,2,Standard Luik,Standard Luik
63/64,5,6 okt. 1963,15:00,RSCA,RSC Anderlecht,3,0,STVV,Sint-Truidense VV
63/64,5,6 okt. 1963,15:00,RAFC,R Antwerp FC,1,1,Lierse,Lierse SK (- 2018)
63/64,5,6 okt. 1963,15:00,Diest,KFC Diest,6,5,Beers.,Royal Beerschot AC
63/64,5,6 okt. 1963,15:00,RFCL,RFC Luik,2,1,BerchS,Berchem Sport
63/64,5,6 okt. 1963,15:00,KVM,KV Mechelen,0,1,KBFC,Beringen FC (- 2002)
63/64,5,6 okt. 1963,15:00,Cercle,Cercle Brugge,2,1,FCB,Club Brugge
63/64,5,6 okt. 1963,15:00,KFC Tu,KFC Turnhout,0,0,DAR,Daring Club Brussel
63/64,6,13 okt. 1963,15:00,Standard Luik,Standard Luik,2,0,KFC Tu,KFC Turnhout
63/64,6,13 okt. 1963,15:00,DAR,Daring Club Brussel,0,1,RSCA,RSC Anderlecht
63/64,6,13 okt. 1963,15:00,KBFC,Beringen FC (- 2002),3,0,RAFC,R Antwerp FC
63/64,6,13 okt. 1963,15:00,Beers.,Royal Beerschot AC,4,1,Associ,Association Royale Athl�tique Gent
63/64,6,13 okt. 1963,15:00,BerchS,Berchem Sport,1,0,KVM,KV Mechelen
63/64,6,13 okt. 1963,15:00,STVV,Sint-Truidense VV,1,2,Cercle,Cercle Brugge
63/64,6,13 okt. 1963,15:00,FCB,Club Brugge,1,0,RFCL,RFC Luik
63/64,6,13 okt. 1963,15:00,Lierse,Lierse SK (- 2018),0,0,Diest,KFC Diest
63/64,7,27 okt. 1963,15:00,RAFC,R Antwerp FC,1,1,Standard Luik,Standard Luik
63/64,7,27 okt. 1963,15:00,Associ,Association Royale Athl�tique Gent,0,6,RSCA,RSC Anderlecht
63/64,7,27 okt. 1963,15:00,KVM,KV Mechelen,1,4,Beers.,Royal Beerschot AC
63/64,7,27 okt. 1963,15:00,DAR,Daring Club Brussel,2,1,BerchS,Berchem Sport
63/64,7,27 okt. 1963,15:00,Cercle,Cercle Brugge,0,2,KBFC,Beringen FC (- 2002)
63/64,7,27 okt. 1963,15:00,Diest,KFC Diest,3,1,FCB,Club Brugge
63/64,7,27 okt. 1963,15:00,RFCL,RFC Luik,2,1,Lierse,Lierse SK (- 2018)
63/64,7,27 okt. 1963,15:00,KFC Tu,KFC Turnhout,2,0,STVV,Sint-Truidense VV
63/64,8,3 nov. 1963,15:00,KBFC,Beringen FC (- 2002),0,0,Diest,KFC Diest
63/64,8,3 nov. 1963,15:00,Lierse,Lierse SK (- 2018),0,0,Cercle,Cercle Brugge
63/64,8,3 nov. 1963,15:00,FCB,Club Brugge,1,1,KFC Tu,KFC Turnhout
63/64,8,3 nov. 1963,15:00,STVV,Sint-Truidense VV,1,1,DAR,Daring Club Brussel
63/64,8,3 nov. 1963,15:00,Standard Luik,Standard Luik,0,0,RFCL,RFC Luik
63/64,8,3 nov. 1963,15:00,RSCA,RSC Anderlecht,3,1,KVM,KV Mechelen
63/64,8,3 nov. 1963,15:00,Associ,Association Royale Athl�tique Gent,0,2,RAFC,R Antwerp FC
63/64,8,3 nov. 1963,15:00,Beers.,Royal Beerschot AC,0,0,BerchS,Berchem Sport
63/64,9,10 nov. 1963,15:00,KBFC,Beringen FC (- 2002),2,0,Standard Luik,Standard Luik
63/64,9,10 nov. 1963,15:00,RFCL,RFC Luik,3,1,RSCA,RSC Anderlecht
63/64,9,10 nov. 1963,15:00,DAR,Daring Club Brussel,0,2,Beers.,Royal Beerschot AC
63/64,9,10 nov. 1963,15:00,BerchS,Berchem Sport,2,1,FCB,Club Brugge
63/64,9,10 nov. 1963,15:00,Cercle,Cercle Brugge,1,2,Associ,Association Royale Athl�tique Gent
63/64,9,10 nov. 1963,15:00,KFC Tu,KFC Turnhout,1,0,Diest,KFC Diest
63/64,9,10 nov. 1963,15:00,KVM,KV Mechelen,2,0,Lierse,Lierse SK (- 2018)
63/64,9,10 nov. 1963,15:00,RAFC,R Antwerp FC,1,1,STVV,Sint-Truidense VV
63/64,10,17 nov. 1963,15:00,Associ,Association Royale Athl�tique Gent,1,1,BerchS,Berchem Sport
63/64,10,17 nov. 1963,15:00,Lierse,Lierse SK (- 2018),3,1,DAR,Daring Club Brussel
63/64,10,17 nov. 1963,15:00,Diest,KFC Diest,3,1,RFCL,RFC Luik
63/64,10,17 nov. 1963,15:00,STVV,Sint-Truidense VV,3,1,KVM,KV Mechelen
63/64,10,17 nov. 1963,15:00,Standard Luik,Standard Luik,4,0,Cercle,Cercle Brugge
63/64,10,17 nov. 1963,15:00,RSCA,RSC Anderlecht,6,0,KBFC,Beringen FC (- 2002)
63/64,10,17 nov. 1963,15:00,FCB,Club Brugge,1,3,RAFC,R Antwerp FC
63/64,10,17 nov. 1963,15:00,Beers.,Royal Beerschot AC,4,0,KFC Tu,KFC Turnhout
63/64,11,24 nov. 1963,15:00,DAR,Daring Club Brussel,1,1,Standard Luik,Standard Luik
63/64,11,24 nov. 1963,15:00,KFC Tu,KFC Turnhout,1,3,RSCA,RSC Anderlecht
63/64,11,24 nov. 1963,15:00,RAFC,R Antwerp FC,1,1,Beers.,Royal Beerschot AC
63/64,11,24 nov. 1963,15:00,BerchS,Berchem Sport,0,0,Lierse,Lierse SK (- 2018)
63/64,11,24 nov. 1963,15:00,KBFC,Beringen FC (- 2002),1,0,FCB,Club Brugge
63/64,11,24 nov. 1963,15:00,Cercle,Cercle Brugge,0,3,Diest,KFC Diest
63/64,11,24 nov. 1963,15:00,KVM,KV Mechelen,1,3,Associ,Association Royale Athl�tique Gent
63/64,11,24 nov. 1963,15:00,RFCL,RFC Luik,4,1,STVV,Sint-Truidense VV
63/64,12,8 dec. 1963,14:30,Beers.,Royal Beerschot AC,2,0,Cercle,Cercle Brugge
63/64,12,8 dec. 1963,14:30,STVV,Sint-Truidense VV,1,1,KBFC,Beringen FC (- 2002)
63/64,12,8 dec. 1963,14:30,FCB,Club Brugge,2,0,KVM,KV Mechelen
63/64,12,8 dec. 1963,14:30,Diest,KFC Diest,1,1,DAR,Daring Club Brussel
63/64,12,8 dec. 1963,14:30,Associ,Association Royale Athl�tique Gent,4,1,RFCL,RFC Luik
63/64,12,8 dec. 1963,14:30,Lierse,Lierse SK (- 2018),4,0,KFC Tu,KFC Turnhout
63/64,12,8 dec. 1963,14:30,Standard Luik,Standard Luik,2,1,BerchS,Berchem Sport
63/64,12,8 dec. 1963,14:30,RSCA,RSC Anderlecht,3,3,RAFC,R Antwerp FC
63/64,13,15 dec. 1963,14:30,Standard Luik,Standard Luik,2,2,RSCA,RSC Anderlecht
63/64,13,15 dec. 1963,14:30,BerchS,Berchem Sport,1,0,RAFC,R Antwerp FC
63/64,13,15 dec. 1963,14:30,STVV,Sint-Truidense VV,2,3,Beers.,Royal Beerschot AC
63/64,13,15 dec. 1963,14:30,KBFC,Beringen FC (- 2002),0,0,KFC Tu,KFC Turnhout
63/64,13,15 dec. 1963,14:30,Cercle,Cercle Brugge,2,0,RFCL,RFC Luik
63/64,13,15 dec. 1963,14:30,DAR,Daring Club Brussel,2,2,FCB,Club Brugge
63/64,13,15 dec. 1963,14:30,KVM,KV Mechelen,0,2,Diest,KFC Diest
63/64,13,15 dec. 1963,14:30,Lierse,Lierse SK (- 2018),1,1,Associ,Association Royale Athl�tique Gent
63/64,14,21 dec. 1963,20:00,RAFC,R Antwerp FC,4,0,DAR,Daring Club Brussel
63/64,14,22 dec. 1963,14:30,RSCA,RSC Anderlecht,4,1,Cercle,Cercle Brugge
63/64,14,22 dec. 1963,14:30,KFC Tu,KFC Turnhout,4,0,BerchS,Berchem Sport
63/64,14,22 dec. 1963,14:30,Associ,Association Royale Athl�tique Gent,2,0,KBFC,Beringen FC (- 2002)
63/64,14,22 dec. 1963,14:30,FCB,Club Brugge,2,1,Lierse,Lierse SK (- 2018)
63/64,14,22 dec. 1963,14:30,Diest,KFC Diest,1,0,STVV,Sint-Truidense VV
63/64,14,22 dec. 1963,14:30,RFCL,RFC Luik,3,0,KVM,KV Mechelen
63/64,15,29 dec. 1963,14:30,Standard Luik,Standard Luik,2,2,FCB,Club Brugge
63/64,15,29 dec. 1963,14:30,Lierse,Lierse SK (- 2018),0,2,RSCA,RSC Anderlecht
63/64,15,29 dec. 1963,14:30,Cercle,Cercle Brugge,1,0,RAFC,R Antwerp FC
63/64,15,29 dec. 1963,14:30,KBFC,Beringen FC (- 2002),2,0,Beers.,Royal Beerschot AC
63/64,15,29 dec. 1963,14:30,BerchS,Berchem Sport,1,2,Diest,KFC Diest
63/64,15,29 dec. 1963,14:30,DAR,Daring Club Brussel,0,3,RFCL,RFC Luik
63/64,15,29 dec. 1963,14:30,STVV,Sint-Truidense VV,4,3,Associ,Association Royale Athl�tique Gent
63/64,15,29 dec. 1963,14:30,KVM,KV Mechelen,0,0,KFC Tu,KFC Turnhout
63/64,16,5 jan. 1964,14:30,Diest,KFC Diest,4,0,Standard Luik,Standard Luik
63/64,16,5 jan. 1964,14:30,BerchS,Berchem Sport,2,3,RSCA,RSC Anderlecht
63/64,16,5 jan. 1964,14:30,KVM,KV Mechelen,2,3,RAFC,R Antwerp FC
63/64,16,5 jan. 1964,14:30,Lierse,Lierse SK (- 2018),1,4,Beers.,Royal Beerschot AC
63/64,16,5 jan. 1964,14:30,RFCL,RFC Luik,1,2,KBFC,Beringen FC (- 2002)
63/64,16,5 jan. 1964,14:30,KFC Tu,KFC Turnhout,0,1,Cercle,Cercle Brugge
63/64,16,5 jan. 1964,14:30,FCB,Club Brugge,4,0,STVV,Sint-Truidense VV
63/64,16,5 jan. 1964,14:30,DAR,Daring Club Brussel,3,0,Associ,Association Royale Athl�tique Gent
63/64,17,12 jan. 1964,14:30,Standard Luik,Standard Luik,5,1,Lierse,Lierse SK (- 2018)
63/64,17,12 jan. 1964,14:30,RSCA,RSC Anderlecht,3,0,Diest,KFC Diest
63/64,17,12 jan. 1964,14:30,RAFC,R Antwerp FC,1,0,RFCL,RFC Luik
63/64,17,12 jan. 1964,14:30,Beers.,Royal Beerschot AC,2,0,FCB,Club Brugge
63/64,17,12 jan. 1964,14:30,STVV,Sint-Truidense VV,3,0,BerchS,Berchem Sport
63/64,17,12 jan. 1964,14:30,KBFC,Beringen FC (- 2002),1,0,DAR,Daring Club Brussel
63/64,17,12 jan. 1964,14:30,Cercle,Cercle Brugge,0,0,KVM,KV Mechelen
63/64,17,12 jan. 1964,14:30,Associ,Association Royale Athl�tique Gent,2,1,KFC Tu,KFC Turnhout
63/64,18,18 jan. 1964,15:00,BerchS,Berchem Sport,1,3,KBFC,Beringen FC (- 2002)
63/64,18,19 jan. 1964,15:00,Standard Luik,Standard Luik,6,0,KVM,KV Mechelen
63/64,18,19 jan. 1964,15:00,Beers.,Royal Beerschot AC,1,1,RSCA,RSC Anderlecht
63/64,18,19 jan. 1964,15:00,Diest,KFC Diest,0,1,RAFC,R Antwerp FC
63/64,18,19 jan. 1964,15:00,DAR,Daring Club Brussel,2,0,Cercle,Cercle Brugge
63/64,18,19 jan. 1964,15:00,FCB,Club Brugge,1,2,Associ,Association Royale Athl�tique Gent
63/64,18,19 jan. 1964,15:00,KFC Tu,KFC Turnhout,0,0,RFCL,RFC Luik
63/64,18,19 jan. 1964,15:00,Lierse,Lierse SK (- 2018),5,1,STVV,Sint-Truidense VV
63/64,19,26 jan. 1964,15:00,STVV,Sint-Truidense VV,2,0,Standard Luik,Standard Luik
63/64,19,26 jan. 1964,15:00,RSCA,RSC Anderlecht,3,0,FCB,Club Brugge
63/64,19,26 jan. 1964,15:00,RAFC,R Antwerp FC,3,1,KFC Tu,KFC Turnhout
63/64,19,26 jan. 1964,15:00,RFCL,RFC Luik,1,0,Beers.,Royal Beerschot AC
63/64,19,26 jan. 1964,15:00,Cercle,Cercle Brugge,2,1,BerchS,Berchem Sport
63/64,19,26 jan. 1964,15:00,KBFC,Beringen FC (- 2002),1,0,Lierse,Lierse SK (- 2018)
63/64,19,26 jan. 1964,15:00,KVM,KV Mechelen,4,0,DAR,Daring Club Brussel
63/64,19,26 jan. 1964,15:00,Associ,Association Royale Athl�tique Gent,4,1,Diest,KFC Diest
63/64,20,2 feb. 1964,15:00,Standard Luik,Standard Luik,6,1,RAFC,R Antwerp FC
63/64,20,2 feb. 1964,15:00,RSCA,RSC Anderlecht,1,1,Associ,Association Royale Athl�tique Gent
63/64,20,2 feb. 1964,15:00,Beers.,Royal Beerschot AC,0,0,Diest,KFC Diest
63/64,20,2 feb. 1964,15:00,BerchS,Berchem Sport,0,3,DAR,Daring Club Brussel
63/64,20,2 feb. 1964,15:00,KBFC,Beringen FC (- 2002),0,0,KVM,KV Mechelen
63/64,20,2 feb. 1964,15:00,FCB,Club Brugge,1,1,Cercle,Cercle Brugge
63/64,20,2 feb. 1964,15:00,Lierse,Lierse SK (- 2018),2,0,RFCL,RFC Luik
63/64,20,2 feb. 1964,15:00,STVV,Sint-Truidense VV,3,0,KFC Tu,KFC Turnhout
63/64,21,9 feb. 1964,15:00,RFCL,RFC Luik,1,0,Standard Luik,Standard Luik
63/64,21,9 feb. 1964,15:00,KVM,KV Mechelen,0,2,RSCA,RSC Anderlecht
63/64,21,9 feb. 1964,15:00,RAFC,R Antwerp FC,1,1,Associ,Association Royale Athl�tique Gent
63/64,21,9 feb. 1964,15:00,BerchS,Berchem Sport,1,4,Beers.,Royal Beerschot AC
63/64,21,9 feb. 1964,15:00,Diest,KFC Diest,2,1,KBFC,Beringen FC (- 2002)
63/64,21,9 feb. 1964,15:00,Cercle,Cercle Brugge,0,0,Lierse,Lierse SK (- 2018)
63/64,21,9 feb. 1964,15:00,KFC Tu,KFC Turnhout,3,0,FCB,Club Brugge
63/64,21,9 feb. 1964,15:00,DAR,Daring Club Brussel,1,2,STVV,Sint-Truidense VV
63/64,22,16 feb. 1964,15:00,Standard Luik,Standard Luik,1,0,DAR,Daring Club Brussel
63/64,22,16 feb. 1964,15:00,RSCA,RSC Anderlecht,8,1,KFC Tu,KFC Turnhout
63/64,22,16 feb. 1964,15:00,Beers.,Royal Beerschot AC,0,0,RAFC,R Antwerp FC
63/64,22,16 feb. 1964,15:00,Lierse,Lierse SK (- 2018),0,2,BerchS,Berchem Sport
63/64,22,16 feb. 1964,15:00,FCB,Club Brugge,1,1,KBFC,Beringen FC (- 2002)
63/64,22,16 feb. 1964,15:00,Diest,KFC Diest,4,0,Cercle,Cercle Brugge
63/64,22,16 feb. 1964,15:00,Associ,Association Royale Athl�tique Gent,1,0,KVM,KV Mechelen
63/64,22,16 feb. 1964,15:00,STVV,Sint-Truidense VV,0,0,RFCL,RFC Luik
63/64,23,23 feb. 1964,15:00,Cercle,Cercle Brugge,0,0,Standard Luik,Standard Luik
63/64,23,23 feb. 1964,15:00,KBFC,Beringen FC (- 2002),3,3,RSCA,RSC Anderlecht
63/64,23,23 feb. 1964,15:00,RAFC,R Antwerp FC,0,1,FCB,Club Brugge
63/64,23,23 feb. 1964,15:00,KFC Tu,KFC Turnhout,1,1,Beers.,Royal Beerschot AC
63/64,23,23 feb. 1964,15:00,BerchS,Berchem Sport,3,2,Associ,Association Royale Athl�tique Gent
63/64,23,23 feb. 1964,15:00,DAR,Daring Club Brussel,5,3,Lierse,Lierse SK (- 2018)
63/64,23,23 feb. 1964,15:00,RFCL,RFC Luik,1,1,Diest,KFC Diest
63/64,23,23 feb. 1964,15:00,KVM,KV Mechelen,2,0,STVV,Sint-Truidense VV
63/64,24,1 mrt. 1964,15:00,RSCA,RSC Anderlecht,0,0,Standard Luik,Standard Luik
63/64,24,1 mrt. 1964,15:00,RAFC,R Antwerp FC,2,1,BerchS,Berchem Sport
63/64,24,1 mrt. 1964,15:00,Beers.,Royal Beerschot AC,1,1,STVV,Sint-Truidense VV
63/64,24,1 mrt. 1964,15:00,KFC Tu,KFC Turnhout,0,5,KBFC,Beringen FC (- 2002)
63/64,24,1 mrt. 1964,15:00,RFCL,RFC Luik,3,0,Cercle,Cercle Brugge
63/64,24,1 mrt. 1964,15:00,FCB,Club Brugge,4,1,DAR,Daring Club Brussel
63/64,24,1 mrt. 1964,15:00,Diest,KFC Diest,2,1,KVM,KV Mechelen
63/64,24,1 mrt. 1964,15:00,Associ,Association Royale Athl�tique Gent,0,2,Lierse,Lierse SK (- 2018)
63/64,25,8 mrt. 1964,15:00,Standard Luik,Standard Luik,1,0,Associ,Association Royale Athl�tique Gent
63/64,25,8 mrt. 1964,15:00,STVV,Sint-Truidense VV,0,1,RSCA,RSC Anderlecht
63/64,25,8 mrt. 1964,15:00,Lierse,Lierse SK (- 2018),1,1,RAFC,R Antwerp FC
63/64,25,8 mrt. 1964,15:00,Beers.,Royal Beerschot AC,0,0,KVM,KV Mechelen
63/64,25,8 mrt. 1964,15:00,BerchS,Berchem Sport,2,0,RFCL,RFC Luik
63/64,25,8 mrt. 1964,15:00,KBFC,Beringen FC (- 2002),1,1,Cercle,Cercle Brugge
63/64,25,8 mrt. 1964,15:00,FCB,Club Brugge,1,1,Diest,KFC Diest
63/64,25,8 mrt. 1964,15:00,DAR,Daring Club Brussel,1,2,KFC Tu,KFC Turnhout
63/64,26,15 mrt. 1964,14:30,Cercle,Cercle Brugge,2,0,STVV,Sint-Truidense VV
63/64,26,15 mrt. 1964,14:30,KFC Tu,KFC Turnhout,2,2,Standard Luik,Standard Luik
63/64,26,15 mrt. 1964,14:30,RSCA,RSC Anderlecht,1,1,DAR,Daring Club Brussel
63/64,26,15 mrt. 1964,14:30,RAFC,R Antwerp FC,0,3,KBFC,Beringen FC (- 2002)
63/64,26,15 mrt. 1964,14:30,Associ,Association Royale Athl�tique Gent,0,0,Beers.,Royal Beerschot AC
63/64,26,15 mrt. 1964,14:30,KVM,KV Mechelen,0,0,BerchS,Berchem Sport
63/64,26,15 mrt. 1964,14:30,RFCL,RFC Luik,2,1,FCB,Club Brugge
63/64,26,15 mrt. 1964,14:30,Diest,KFC Diest,0,3,Lierse,Lierse SK (- 2018)
63/64,27,4 apr. 1964,19:00,RSCA,RSC Anderlecht,2,0,RFCL,RFC Luik
63/64,27,4 apr. 1964,19:00,Associ,Association Royale Athl�tique Gent,1,1,Cercle,Cercle Brugge
63/64,27,5 apr. 1964,15:00,Standard Luik,Standard Luik,3,0,KBFC,Beringen FC (- 2002)
63/64,27,5 apr. 1964,15:00,STVV,Sint-Truidense VV,1,3,RAFC,R Antwerp FC
63/64,27,5 apr. 1964,15:00,Beers.,Royal Beerschot AC,1,1,DAR,Daring Club Brussel
63/64,27,5 apr. 1964,15:00,FCB,Club Brugge,2,1,BerchS,Berchem Sport
63/64,27,5 apr. 1964,15:00,Diest,KFC Diest,3,0,KFC Tu,KFC Turnhout
63/64,27,5 apr. 1964,15:00,Lierse,Lierse SK (- 2018),0,0,KVM,KV Mechelen
63/64,28,12 apr. 1964,15:00,BerchS,Berchem Sport,2,1,Standard Luik,Standard Luik
63/64,28,12 apr. 1964,15:00,RAFC,R Antwerp FC,2,1,RSCA,RSC Anderlecht
63/64,28,12 apr. 1964,15:00,Cercle,Cercle Brugge,0,0,Beers.,Royal Beerschot AC
63/64,28,12 apr. 1964,15:00,KBFC,Beringen FC (- 2002),1,0,STVV,Sint-Truidense VV
63/64,28,12 apr. 1964,15:00,KVM,KV Mechelen,0,0,FCB,Club Brugge
63/64,28,12 apr. 1964,15:00,DAR,Daring Club Brussel,5,0,Diest,KFC Diest
63/64,28,12 apr. 1964,15:00,RFCL,RFC Luik,2,0,Associ,Association Royale Athl�tique Gent
63/64,28,12 apr. 1964,15:00,KFC Tu,KFC Turnhout,1,2,Lierse,Lierse SK (- 2018)
63/64,29,19 apr. 1964,15:00,FCB,Club Brugge,1,3,Standard Luik,Standard Luik
63/64,29,19 apr. 1964,15:00,RSCA,RSC Anderlecht,1,1,Lierse,Lierse SK (- 2018)
63/64,29,19 apr. 1964,15:00,RAFC,R Antwerp FC,3,1,Cercle,Cercle Brugge
63/64,29,19 apr. 1964,15:00,Beers.,Royal Beerschot AC,3,0,KBFC,Beringen FC (- 2002)
63/64,29,19 apr. 1964,15:00,Diest,KFC Diest,1,1,BerchS,Berchem Sport
63/64,29,19 apr. 1964,15:00,RFCL,RFC Luik,2,0,DAR,Daring Club Brussel
63/64,29,19 apr. 1964,15:00,Associ,Association Royale Athl�tique Gent,1,2,STVV,Sint-Truidense VV
63/64,29,19 apr. 1964,15:00,KFC Tu,KFC Turnhout,1,1,KVM,KV Mechelen
63/64,30,26 apr. 1964,15:00,Standard Luik,Standard Luik,2,0,Beers.,Royal Beerschot AC
63/64,30,26 apr. 1964,15:00,Cercle,Cercle Brugge,4,2,RSCA,RSC Anderlecht
63/64,30,26 apr. 1964,15:00,DAR,Daring Club Brussel,3,1,RAFC,R Antwerp FC
63/64,30,26 apr. 1964,15:00,BerchS,Berchem Sport,0,2,KFC Tu,KFC Turnhout
63/64,30,26 apr. 1964,15:00,KBFC,Beringen FC (- 2002),5,0,Associ,Association Royale Athl�tique Gent
63/64,30,26 apr. 1964,15:00,Lierse,Lierse SK (- 2018),0,3,FCB,Club Brugge
63/64,30,26 apr. 1964,15:00,STVV,Sint-Truidense VV,1,0,Diest,KFC Diest
63/64,30,26 apr. 1964,15:00,KVM,KV Mechelen,0,2,RFCL,RFC Luik
64/65,1,4 sep. 1964,19:30,RSCA,RSC Anderlecht,6,0,RAFC,R Antwerp FC
64/65,1,5 sep. 1964,17:00,BerchS,Berchem Sport,1,0,Diest,KFC Diest
64/65,1,5 sep. 1964,17:00,Associ,Association Royale Athl�tique Gent,3,3,RFCL,RFC Luik
64/65,1,6 sep. 1964,15:00,Standard Luik,Standard Luik,5,0,Cercle,Cercle Brugge
64/65,1,6 sep. 1964,15:00,STVV,Sint-Truidense VV,0,1,Beers.,Royal Beerschot AC
64/65,1,6 sep. 1964,15:00,KBFC,Beringen FC (- 2002),3,1,RFC Ti,RFC Tilleur
64/65,1,6 sep. 1964,15:00,FCB,Club Brugge,6,0,DAR,Daring Club Brussel
64/65,1,6 sep. 1964,15:00,RUSG,Union Saint-Gilloise,1,2,Lierse,Lierse SK (- 2018)
64/65,2,13 sep. 1964,15:00,Diest,KFC Diest,2,2,Standard Luik,Standard Luik
64/65,2,13 sep. 1964,15:00,Beers.,Royal Beerschot AC,0,2,RSCA,RSC Anderlecht
64/65,2,13 sep. 1964,15:00,RAFC,R Antwerp FC,1,1,FCB,Club Brugge
64/65,2,13 sep. 1964,15:00,DAR,Daring Club Brussel,1,0,BerchS,Berchem Sport
64/65,2,13 sep. 1964,15:00,RFCL,RFC Luik,8,3,KBFC,Beringen FC (- 2002)
64/65,2,13 sep. 1964,15:00,Cercle,Cercle Brugge,1,2,RUSG,Union Saint-Gilloise
64/65,2,13 sep. 1964,15:00,Lierse,Lierse SK (- 2018),3,0,Associ,Association Royale Athl�tique Gent
64/65,2,13 sep. 1964,15:00,RFC Ti,RFC Tilleur,0,0,STVV,Sint-Truidense VV
64/65,3,19 sep. 1964,19:30,RSCA,RSC Anderlecht,4,1,Cercle,Cercle Brugge
64/65,3,19 sep. 1964,19:30,Associ,Association Royale Athl�tique Gent,4,1,RAFC,R Antwerp FC
64/65,3,20 sep. 1964,15:00,Standard Luik,Standard Luik,2,2,RFC Ti,RFC Tilleur
