seizoen,speeldag,stand,ploeg,aantal_gespeelde_matchen,aantal_gewonnen_matchen,aantal_gelijkgespeelde_matchen,aantal_verloren_matchen,doelpunten,puntenverschil,punten
18/19,25.speeldag,2,Club Brugge,25,13,7,5,53:27,26,46
18/19,25.speeldag,3,Antwerp FC,25,13,6,6,36:28,8,45
18/19,25.speeldag,4,Standard Luik,25,12,7,6,38:27,11,43
18/19,25.speeldag,5,St-Truidense VV,25,11,9,5,42:30,12,42
18/19,25.speeldag,6,RSC Anderlecht,25,11,5,9,40:31,9,38
18/19,25.speeldag,7,KAA Gent,25,11,5,9,43:40,3,38
18/19,25.speeldag,8,R Charleroi SC,25,10,5,10,36:35,1,35
18/19,25.speeldag,9,KV Kortrijk,25,9,7,9,33:35,-2,34
18/19,25.speeldag,10,Moeskroen,25,8,5,12,25:30,-5,29
18/19,25.speeldag,11,KAS Eupen,25,9,1,15,28:46,-18,28
18/19,25.speeldag,12,Zulte Waregem,25,7,6,12,40:50,-10,27
18/19,25.speeldag,13,Cercle Brugge,25,7,6,12,30:47,-17,27
18/19,25.speeldag,14,KV Oostende,25,6,6,13,24:44,-20,24
18/19,25.speeldag,15,Waasland-Beveren,25,4,10,11,28:37,-9,22
18/19,25.speeldag,16,KSC Lokeren,25,4,5,16,23:45,-22,17
18/19,26.speeldag,1,KRC Genk,26,17,6,3,58:27,31,57
18/19,26.speeldag,2,Club Brugge,26,14,7,5,56:28,28,49
18/19,26.speeldag,3,Standard Luik,26,13,7,6,41:28,13,46
18/19,26.speeldag,4,Antwerp FC,26,13,6,7,36:29,7,45
18/19,26.speeldag,5,St-Truidense VV,26,11,10,5,43:31,12,43
18/19,26.speeldag,6,RSC Anderlecht,26,12,5,9,41:31,10,41
18/19,26.speeldag,7,KAA Gent,26,11,5,10,44:42,2,38
18/19,26.speeldag,8,R Charleroi SC,26,11,5,10,38:36,2,38
18/19,26.speeldag,9,KV Kortrijk,26,9,7,10,34:37,-3,34
18/19,26.speeldag,10,Moeskroen,26,9,5,12,28:30,-2,32
18/19,26.speeldag,11,KAS Eupen,26,9,2,15,29:47,-18,29
18/19,26.speeldag,12,Zulte Waregem,26,7,7,12,41:51,-10,28
18/19,26.speeldag,13,Cercle Brugge,26,7,6,13,30:50,-20,27
18/19,26.speeldag,14,KV Oostende,26,6,7,13,25:45,-20,25
18/19,26.speeldag,15,Waasland-Beveren,26,5,10,11,30:38,-8,25
18/19,26.speeldag,16,KSC Lokeren,26,4,5,17,24:48,-24,17
18/19,27.speeldag,1,KRC Genk,27,17,7,3,58:27,31,58
18/19,27.speeldag,2,Club Brugge,27,14,8,5,58:30,28,50
18/19,27.speeldag,3,Standard Luik,27,13,7,7,42:30,12,46
18/19,27.speeldag,4,Antwerp FC,27,13,7,7,36:29,7,46
18/19,27.speeldag,5,St-Truidense VV,27,12,10,5,46:32,14,46
18/19,27.speeldag,6,RSC Anderlecht,27,12,6,9,43:33,10,42
18/19,27.speeldag,7,KAA Gent,27,12,5,10,46:43,3,41
18/19,27.speeldag,8,R Charleroi SC,27,11,5,11,39:39,0,38
18/19,27.speeldag,9,KV Kortrijk,27,10,7,10,40:39,1,37
18/19,27.speeldag,10,Moeskroen,27,10,5,12,29:30,-1,35
18/19,27.speeldag,11,Zulte Waregem,27,8,7,12,44:53,-9,31
18/19,27.speeldag,12,KAS Eupen,27,9,2,16,31:50,-19,29
18/19,27.speeldag,13,Cercle Brugge,27,7,7,13,32:52,-20,28
18/19,27.speeldag,14,KV Oostende,27,6,8,13,27:47,-20,26
18/19,27.speeldag,15,Waasland-Beveren,27,5,10,12,32:44,-12,25
18/19,27.speeldag,16,KSC Lokeren,27,4,5,18,24:49,-25,17
18/19,28.speeldag,1,KRC Genk,28,17,8,3,59:28,31,59
18/19,28.speeldag,2,Club Brugge,28,15,8,5,59:30,29,53
18/19,28.speeldag,3,Antwerp FC,28,14,7,7,38:30,8,49
18/19,28.speeldag,4,Standard Luik,28,13,8,7,43:31,12,47
18/19,28.speeldag,5,St-Truidense VV,28,12,10,6,46:33,13,46
18/19,28.speeldag,6,RSC Anderlecht,28,13,6,9,45:34,11,45
18/19,28.speeldag,7,KAA Gent,28,13,5,10,49:44,5,44
18/19,28.speeldag,8,KV Kortrijk,28,11,7,10,42:40,2,40
18/19,28.speeldag,9,R Charleroi SC,28,11,6,11,40:40,0,39
18/19,28.speeldag,10,Moeskroen,28,10,6,12,30:31,-1,36
18/19,28.speeldag,11,Zulte Waregem,28,8,7,13,45:56,-11,31
18/19,28.speeldag,12,KAS Eupen,28,9,2,17,32:52,-20,29
18/19,28.speeldag,13,Cercle Brugge,28,7,7,14,33:54,-21,28
18/19,28.speeldag,14,KV Oostende,28,6,9,13,28:48,-20,27
18/19,28.speeldag,15,Waasland-Beveren,28,5,11,12,33:45,-12,26
18/19,28.speeldag,16,KSC Lokeren,28,4,5,19,25:51,-26,17
18/19,29.speeldag,1,KRC Genk,29,18,8,3,60:28,32,62
18/19,29.speeldag,2,Club Brugge,29,16,8,5,63:30,33,56
18/19,29.speeldag,3,Standard Luik,29,14,8,7,45:32,13,50
18/19,29.speeldag,4,Antwerp FC,29,14,7,8,39:32,7,49
18/19,29.speeldag,5,RSC Anderlecht,29,14,6,9,47:34,13,48
18/19,29.speeldag,6,KAA Gent,29,14,5,10,51:45,6,47
18/19,29.speeldag,7,St-Truidense VV,29,12,11,6,47:34,13,47
18/19,29.speeldag,8,R Charleroi SC,29,12,6,11,42:41,1,42
18/19,29.speeldag,9,KV Kortrijk,29,11,7,11,42:42,0,40
18/19,29.speeldag,10,Moeskroen,29,10,7,12,31:32,-1,37
18/19,29.speeldag,11,Zulte Waregem,29,8,8,13,46:57,-11,32
18/19,29.speeldag,12,KAS Eupen,29,9,2,18,32:56,-24,29
18/19,29.speeldag,13,Cercle Brugge,29,7,7,15,34:56,-22,28
18/19,29.speeldag,14,KV Oostende,29,6,9,14,29:50,-21,27
18/19,29.speeldag,15,Waasland-Beveren,29,5,12,12,34:46,-12,27
18/19,29.speeldag,16,KSC Lokeren,29,4,5,20,25:52,-27,17
18/19,30.speeldag,1,KRC Genk,30,18,9,3,63:31,32,63
18/19,30.speeldag,2,Club Brugge,30,16,8,6,64:32,32,56
18/19,30.speeldag,3,Standard Luik,30,15,8,7,49:35,14,53
18/19,30.speeldag,4,RSC Anderlecht,30,15,6,9,49:34,15,51
18/19,30.speeldag,5,KAA Gent,30,15,5,10,53:45,8,50
18/19,30.speeldag,6,Antwerp FC,30,14,7,9,39:34,5,49
18/19,30.speeldag,7,St-Truidense VV,30,12,11,7,47:36,11,47
18/19,30.speeldag,8,KV Kortrijk,30,12,7,11,44:42,2,43
18/19,30.speeldag,9,R Charleroi SC,30,12,6,12,43:43,0,42
18/19,30.speeldag,10,Moeskroen,30,11,7,12,33:33,0,40
18/19,30.speeldag,11,Zulte Waregem,30,8,9,13,49:60,-11,33
18/19,30.speeldag,12,KAS Eupen,30,10,2,18,34:57,-23,32
18/19,30.speeldag,13,Cercle Brugge,30,7,7,16,35:59,-24,28
18/19,30.speeldag,14,KV Oostende,30,6,9,15,29:52,-23,27
18/19,30.speeldag,15,Waasland-Beveren,30,5,12,13,37:50,-13,27
18/19,30.speeldag,16,KSC Lokeren,30,5,5,20,28:53,-25,20
19/20,1.speeldag,1,Antwerp FC,1,1,0,0,4:1,3,3
19/20,1.speeldag,2,Club Brugge,1,1,0,0,3:1,2,3
19/20,1.speeldag,3,KV Mechelen,1,1,0,0,2:0,2,3
19/20,1.speeldag,3,Standard Luik,1,1,0,0,2:0,2,3
19/20,1.speeldag,5,KRC Genk,1,1,0,0,2:1,1,3
19/20,1.speeldag,5,KV Oostende,1,1,0,0,2:1,1,3
19/20,1.speeldag,7,Moeskroen,1,1,0,0,1:0,1,3
19/20,1.speeldag,8,KAA Gent,1,0,1,0,1:1,0,1
19/20,1.speeldag,8,R Charleroi SC,1,0,1,0,1:1,0,11
19/20,1.speeldag,0,RSC Anderlecht,1,0,0,1,1:2,-1,01
19/20,1.speeldag,0,KV Kortrijk,1,0,0,1,1:2,-1,01
19/20,1.speeldag,2,St-Truidense VV,1,0,0,1,0:1,-1,01
19/20,1.speeldag,3,Waasland-Beveren,1,0,0,1,1:3,-2,01
19/20,1.speeldag,4,Cercle Brugge,1,0,0,1,0:2,-2,01
19/20,1.speeldag,4,Zulte Waregem,1,0,0,1,0:2,-2,01
19/20,1.speeldag,6,KAS Eupen,1,0,0,1,1:4,-3,
19/20,2.speeldag,1,Club Brugge,2,2,0,0,9:1,8,6
19/20,2.speeldag,2,Antwerp FC,2,2,0,0,8:2,6,6
19/20,2.speeldag,3,Standard Luik,2,2,0,0,6:0,6,6
19/20,2.speeldag,4,KV Mechelen,2,2,0,0,5:1,4,6
19/20,2.speeldag,5,KV Oostende,2,2,0,0,5:2,3,6
19/20,2.speeldag,6,KAA Gent,2,1,1,0,7:2,5,4
19/20,2.speeldag,7,Moeskroen,2,1,1,0,1:0,1,4
19/20,2.speeldag,8,KRC Genk,2,1,0,1,3:4,-1,3
19/20,2.speeldag,9,R Charleroi SC,2,0,2,0,2:2,0,2
19/20,2.speeldag,10,KV Kortrijk,2,0,1,1,2:3,-1,1
19/20,2.speeldag,11,RSC Anderlecht,2,0,1,1,1:2,-1,1
19/20,2.speeldag,12,Cercle Brugge,2,0,0,2,1:5,-4,0
19/20,2.speeldag,13,Waasland-Beveren,2,0,0,2,2:7,-5,0
19/20,2.speeldag,14,Zulte Waregem,2,0,0,2,0:6,-6,0
19/20,2.speeldag,15,St-Truidense VV,2,0,0,2,0:7,-7,0
19/20,2.speeldag,16,KAS Eupen,2,0,0,2,2:10,-8,0
19/20,3.speeldag,1,Club Brugge,3,3,0,0,11:1,10,9
19/20,3.speeldag,2,KV Mechelen,3,2,1,0,5:1,4,7
19/20,3.speeldag,3,Moeskroen,3,2,1,0,3:1,2,7
19/20,3.speeldag,4,Antwerp FC,3,2,0,1,9:4,5,6
19/20,3.speeldag,5,Standard Luik,3,2,0,1,7:2,5,6
19/20,3.speeldag,6,KV Oostende,3,2,0,1,5:4,1,6
19/20,3.speeldag,7,R Charleroi SC,3,1,2,0,4:3,1,5
19/20,3.speeldag,8,KAA Gent,3,1,1,1,8:4,4,4
19/20,3.speeldag,9,KV Kortrijk,3,1,1,1,5:4,1,4
19/20,3.speeldag,10,KRC Genk,3,1,0,2,3:6,-3,3
19/20,3.speeldag,11,Zulte Waregem,3,1,0,2,2:6,-4,3
19/20,3.speeldag,12,St-Truidense VV,3,1,0,2,2:8,-6,3
19/20,3.speeldag,13,RSC Anderlecht,3,0,2,1,1:2,-1,2
19/20,3.speeldag,14,Waasland-Beveren,3,0,1,2,3:8,-5,1
19/20,3.speeldag,15,KAS Eupen,3,0,1,2,3:11,-8,1
19/20,3.speeldag,16,Cercle Brugge,3,0,0,3,2:8,-6,0
19/20,4.speeldag,1,Club Brugge,4,3,1,0,11:1,10,10
19/20,4.speeldag,2,KV Mechelen,4,3,1,0,8:2,6,10
19/20,4.speeldag,3,Standard Luik,4,3,0,1,11:3,8,9
19/20,4.speeldag,4,Antwerp FC,4,3,0,1,11:4,7,9
19/20,4.speeldag,5,KAA Gent,4,2,1,1,10:4,6,7
19/20,4.speeldag,6,KV Kortrijk,4,2,1,1,9:6,3,7
19/20,4.speeldag,7,Moeskroen,4,2,1,1,4:5,-1,7
19/20,4.speeldag,8,KRC Genk,4,2,0,2,7:6,1,6
19/20,4.speeldag,9,KV Oostende,4,2,0,2,5:6,-1,6
19/20,4.speeldag,10,Zulte Waregem,4,2,0,2,5:7,-2,6
19/20,4.speeldag,11,R Charleroi SC,4,1,2,1,5:6,-1,5
19/20,4.speeldag,12,St-Truidense VV,4,1,0,3,2:10,-8,3
19/20,4.speeldag,13,RSC Anderlecht,4,0,2,2,3:6,-3,2
19/20,4.speeldag,14,KAS Eupen,4,0,2,2,3:11,-8,2
19/20,4.speeldag,15,Waasland-Beveren,4,0,1,3,3:12,-9,1
19/20,4.speeldag,16,Cercle Brugge,4,0,0,4,3:11,-8,0
19/20,5.speeldag,1,Standard Luik,5,4,0,1,13:4,9,12
19/20,5.speeldag,2,Antwerp FC,5,4,0,1,14:6,8,12
19/20,5.speeldag,3,Club Brugge,5,3,2,0,11:1,10,11
19/20,5.speeldag,4,KV Mechelen,5,3,1,1,9:4,5,10
19/20,5.speeldag,5,Moeskroen,5,3,1,1,6:5,1,10
19/20,5.speeldag,6,KRC Genk,5,3,0,2,8:6,2,9
19/20,5.speeldag,7,KV Oostende,5,3,0,2,7:7,0,9
19/20,5.speeldag,8,KAA Gent,5,2,1,2,12:7,5,7
19/20,5.speeldag,9,KV Kortrijk,5,2,1,2,10:8,2,7
19/20,5.speeldag,10,Zulte Waregem,5,2,1,2,5:7,-2,7
19/20,5.speeldag,11,R Charleroi SC,5,1,3,1,5:6,-1,6
19/20,5.speeldag,12,St-Truidense VV,5,1,1,3,2:10,-8,4
19/20,5.speeldag,13,Cercle Brugge,5,1,0,4,4:11,-7,3
19/20,5.speeldag,14,RSC Anderlecht,5,0,2,3,3:7,-4,2
19/20,5.speeldag,15,KAS Eupen,5,0,2,3,3:13,-10,2
19/20,5.speeldag,16,Waasland-Beveren,5,0,1,4,3:13,-10,1
19/20,6.speeldag,1,Standard Luik,6,4,0,2,13:5,8,12
19/20,6.speeldag,2,Antwerp FC,6,4,0,2,14:8,6,12
19/20,6.speeldag,3,Club Brugge,6,3,3,0,12:2,10,12
19/20,6.speeldag,4,KV Mechelen,6,3,2,1,11:6,5,11
19/20,6.speeldag,5,Moeskroen,6,3,2,1,8:7,1,11
19/20,6.speeldag,6,KAA Gent,6,3,1,2,15:9,6,10
19/20,6.speeldag,7,KRC Genk,6,3,1,2,9:7,2,10
19/20,6.speeldag,8,KV Oostende,6,3,1,2,9:9,0,10
19/20,6.speeldag,9,Zulte Waregem,6,3,1,2,7:7,0,10
19/20,6.speeldag,10,R Charleroi SC,6,2,3,1,9:6,3,9
19/20,6.speeldag,11,KV Kortrijk,6,2,2,2,12:10,2,8
19/20,6.speeldag,12,St-Truidense VV,6,2,1,3,4:10,-6,7
19/20,6.speeldag,13,RSC Anderlecht,6,1,2,3,4:7,-3,5
19/20,6.speeldag,14,Cercle Brugge,6,1,0,5,6:14,-8,3
19/20,6.speeldag,15,KAS Eupen,6,0,2,4,3:15,-12,2
19/20,6.speeldag,16,Waasland-Beveren,6,0,1,5,3:17,-14,1
19/20,7.speeldag,1,Standard Luik,7,5,0,2,17:6,11,15
19/20,7.speeldag,2,Antwerp FC,7,5,0,2,16:9,7,15
19/20,7.speeldag,3,Club Brugge,7,4,3,0,14:2,12,15
19/20,7.speeldag,4,Moeskroen,7,4,2,1,10:7,3,14
19/20,7.speeldag,5,KAA Gent,7,4,1,2,18:9,9,13
19/20,7.speeldag,6,R Charleroi SC,7,3,3,1,11:7,4,12
19/20,7.speeldag,7,KV Mechelen,7,3,2,2,11:9,2,11
19/20,7.speeldag,8,Zulte Waregem,7,3,2,2,8:8,0,11
19/20,7.speeldag,9,KRC Genk,7,3,1,3,10:9,1,10
19/20,7.speeldag,10,KV Oostende,7,3,1,3,10:13,-3,10
19/20,7.speeldag,11,KV Kortrijk,7,2,2,3,12:12,0,8
19/20,7.speeldag,12,St-Truidense VV,7,2,2,3,5:11,-6,8
19/20,7.speeldag,13,RSC Anderlecht,7,1,2,4,5:9,-4,5
19/20,7.speeldag,14,Cercle Brugge,7,1,0,6,6:16,-10,3
19/20,7.speeldag,15,KAS Eupen,7,0,3,4,4:16,-12,3
19/20,7.speeldag,16,Waasland-Beveren,7,0,2,5,4:18,-14,2
19/20,8.speeldag,1,Standard Luik,8,6,0,2,20:6,14,18
19/20,8.speeldag,2,Antwerp FC,8,6,0,2,19:10,9,18
19/20,8.speeldag,3,Club Brugge,8,5,3,0,16:3,13,18
19/20,8.speeldag,4,Moeskroen,8,4,3,1,11:8,3,15
19/20,8.speeldag,5,KAA Gent,8,4,2,2,20:11,9,14
19/20,8.speeldag,6,KV Mechelen,8,4,2,2,14:11,3,14
19/20,8.speeldag,7,KRC Genk,8,4,1,3,13:10,3,13
19/20,8.speeldag,8,R Charleroi SC,8,3,3,2,11:10,1,12
19/20,8.speeldag,9,Zulte Waregem,8,3,3,2,10:10,0,12
19/20,8.speeldag,10,St-Truidense VV,8,3,2,3,8:11,-3,11
19/20,8.speeldag,11,KV Oostende,8,3,1,4,11:16,-5,10
19/20,8.speeldag,12,KV Kortrijk,8,2,2,4,14:15,-1,8
19/20,8.speeldag,13,RSC Anderlecht,8,1,2,5,6:11,-5,5
19/20,8.speeldag,14,Cercle Brugge,8,1,0,7,7:19,-12,3
19/20,8.speeldag,15,Waasland-Beveren,8,0,3,5,5:19,-14,3
19/20,8.speeldag,16,KAS Eupen,8,0,3,5,4:19,-15,3
19/20,9.speeldag,1,Club Brugge,9,6,3,0,21:3,18,21
19/20,9.speeldag,2,Standard Luik,9,6,1,2,21:7,14,19
19/20,9.speeldag,3,Antwerp FC,9,6,1,2,20:11,9,19
19/20,9.speeldag,4,KAA Gent,9,5,2,2,22:11,11,17
19/20,9.speeldag,5,Moeskroen,9,4,4,1,13:10,3,16
19/20,9.speeldag,6,KRC Genk,9,4,2,3,16:13,3,14
19/20,9.speeldag,7,KV Mechelen,9,4,2,3,14:16,-2,14
19/20,9.speeldag,8,R Charleroi SC,9,3,4,2,12:11,1,13
19/20,9.speeldag,9,Zulte Waregem,9,3,4,2,12:12,0,13
19/20,9.speeldag,10,St-Truidense VV,9,3,3,3,11:14,-3,12
19/20,9.speeldag,11,KV Oostende,9,3,2,4,12:17,-5,11
19/20,9.speeldag,12,KV Kortrijk,9,2,2,5,14:17,-3,8
19/20,9.speeldag,13,RSC Anderlecht,9,1,3,5,6:11,-5,6
19/20,9.speeldag,14,KAS Eupen,9,1,3,5,6:20,-14,6
19/20,9.speeldag,15,Waasland-Beveren,9,0,4,5,5:19,-14,4
19/20,9.speeldag,16,Cercle Brugge,9,1,0,8,8:21,-13,3
19/20,10.speeldag,1,Club Brugge,10,7,3,0,25:3,22,24
19/20,10.speeldag,2,Standard Luik,10,6,2,2,23:9,14,20
19/20,10.speeldag,3,Antwerp FC,10,6,2,2,22:13,9,20
19/20,10.speeldag,4,KAA Gent,10,5,2,3,22:15,7,17
19/20,10.speeldag,5,KRC Genk,10,5,2,3,18:14,4,17
19/20,10.speeldag,6,KV Mechelen,10,5,2,3,16:16,0,17
19/20,10.speeldag,7,Zulte Waregem,10,4,4,2,18:12,6,16
19/20,10.speeldag,8,Moeskroen,10,4,4,2,14:12,2,16
19/20,10.speeldag,9,R Charleroi SC,10,3,4,3,13:13,0,13
19/20,10.speeldag,10,St-Truidense VV,10,3,3,4,11:18,-7,12
19/20,10.speeldag,11,KV Kortrijk,10,3,2,5,18:17,1,11
19/20,10.speeldag,12,KV Oostende,10,3,2,5,13:20,-7,11
19/20,10.speeldag,13,RSC Anderlecht,10,2,3,5,8:12,-4,9
19/20,10.speeldag,14,Waasland-Beveren,10,1,4,5,8:20,-12,7
19/20,10.speeldag,15,KAS Eupen,10,1,3,6,6:22,-16,6
19/20,10.speeldag,16,Cercle Brugge,10,1,0,9,8:27,-19,3
19/20,11.speeldag,1,Club Brugge,11,8,3,0,26:3,23,27
19/20,11.speeldag,2,Standard Luik,11,7,2,2,24:9,15,23
19/20,11.speeldag,3,KAA Gent,11,6,2,3,24:15,9,20
19/20,11.speeldag,4,Antwerp FC,11,6,2,3,23:16,7,20
19/20,11.speeldag,5,KV Mechelen,11,6,2,3,19:17,2,20
19/20,11.speeldag,6,KRC Genk,11,5,2,4,18:15,3,17
19/20,11.speeldag,7,Zulte Waregem,11,4,4,3,18:14,4,16
19/20,11.speeldag,8,R Charleroi SC,11,4,4,3,16:13,3,16
19/20,11.speeldag,9,Moeskroen,11,4,4,3,14:13,1,16
19/20,11.speeldag,10,KV Kortrijk,11,4,2,5,20:17,3,14
19/20,11.speeldag,11,RSC Anderlecht,11,3,3,5,12:13,-1,12
19/20,11.speeldag,12,St-Truidense VV,11,3,3,5,12:22,-10,12
19/20,11.speeldag,13,KV Oostende,11,3,2,6,15:23,-8,11
19/20,11.speeldag,14,KAS Eupen,11,2,3,6,9:24,-15,9
19/20,11.speeldag,15,Waasland-Beveren,11,1,4,6,8:22,-14,7
19/20,11.speeldag,16,Cercle Brugge,11,1,0,10,8:30,-22,3
19/20,12.speeldag,1,Club Brugge,12,8,4,0,27:4,23,28
19/20,12.speeldag,2,Standard Luik,12,7,3,2,25:10,15,24
19/20,12.speeldag,3,Antwerp FC,12,7,2,3,26:17,9,23
19/20,12.speeldag,4,KV Mechelen,12,7,2,3,22:18,4,23
19/20,12.speeldag,5,KAA Gent,12,6,3,3,24:15,9,21
19/20,12.speeldag,6,KRC Genk,12,6,2,4,19:15,4,20
19/20,12.speeldag,7,Zulte Waregem,12,5,4,3,20:14,6,19
19/20,12.speeldag,8,R Charleroi SC,12,5,4,3,17:13,4,19
19/20,12.speeldag,9,Moeskroen,12,4,4,4,14:14,0,16
19/20,12.speeldag,10,KV Kortrijk,12,4,2,6,21:20,1,14
19/20,12.speeldag,11,RSC Anderlecht,12,3,4,5,12:13,-1,13
19/20,12.speeldag,12,St-Truidense VV,12,3,4,5,12:22,-10,13
19/20,12.speeldag,13,KV Oostende,12,3,2,7,15:25,-10,11
19/20,12.speeldag,14,KAS Eupen,12,2,4,6,9:24,-15,10
19/20,12.speeldag,15,Waasland-Beveren,12,1,4,7,9:25,-16,7
19/20,12.speeldag,16,Cercle Brugge,12,1,0,11,8:31,-23,3
19/20,13.speeldag,1,Club Brugge,13,9,4,0,29:4,25,31
19/20,13.speeldag,2,Standard Luik,13,8,3,2,27:10,17,27
19/20,13.speeldag,3,Antwerp FC,13,7,3,3,28:19,9,24
19/20,13.speeldag,4,KV Mechelen,13,7,2,4,23:20,3,23
19/20,13.speeldag,5,KAA Gent,13,6,4,3,27:18,9,22
19/20,13.speeldag,6,R Charleroi SC,13,6,4,3,18:13,5,22
19/20,13.speeldag,7,KRC Genk,13,6,3,4,21:17,4,21
19/20,13.speeldag,8,Zulte Waregem,13,5,4,4,20:16,4,19
19/20,13.speeldag,9,Moeskroen,13,4,5,4,16:16,0,17
19/20,13.speeldag,10,St-Truidense VV,13,4,4,5,14:23,-9,16
19/20,13.speeldag,11,KV Kortrijk,13,4,2,7,22:22,0,14
19/20,13.speeldag,12,RSC Anderlecht,13,3,5,5,15:16,-1,14
19/20,13.speeldag,13,KAS Eupen,13,3,4,6,11:25,-14,13
19/20,13.speeldag,14,KV Oostende,13,3,2,8,15:26,-11,11
19/20,13.speeldag,15,Waasland-Beveren,13,1,4,8,9:27,-18,7
19/20,13.speeldag,16,Cercle Brugge,13,1,1,11,10:33,-23,4
19/20,14.speeldag,1,Club Brugge,14,10,4,0,32:4,28,34
19/20,14.speeldag,2,Standard Luik,14,8,3,3,28:13,15,27
19/20,14.speeldag,3,KAA Gent,14,7,4,3,30:19,11,25
19/20,14.speeldag,4,Antwerp FC,14,7,3,4,29:22,7,24
19/20,14.speeldag,5,KV Mechelen,14,7,3,4,25:22,3,24
19/20,14.speeldag,6,R Charleroi SC,14,6,5,3,20:15,5,23
19/20,14.speeldag,7,Zulte Waregem,14,6,4,4,22:17,5,22
19/20,14.speeldag,8,KRC Genk,14,6,3,5,21:19,2,21
19/20,14.speeldag,9,Moeskroen,14,5,5,4,19:17,2,20
19/20,14.speeldag,10,St-Truidense VV,14,5,4,5,15:23,-8,19
19/20,14.speeldag,11,RSC Anderlecht,14,4,5,5,17:17,0,17
19/20,14.speeldag,12,KAS Eupen,14,4,4,6,13:25,-12,16
19/20,14.speeldag,13,KV Kortrijk,14,4,2,8,22:25,-3,14
19/20,14.speeldag,14,KV Oostende,14,3,2,9,15:27,-12,11
19/20,14.speeldag,15,Waasland-Beveren,14,1,4,9,10:29,-19,7
19/20,14.speeldag,16,Cercle Brugge,14,1,1,12,11:35,-24,4
19/20,15.speeldag,1,Club Brugge,15,10,4,1,33:6,27,34
19/20,15.speeldag,2,KAA Gent,15,8,4,3,32:19,13,28
19/20,15.speeldag,3,Standard Luik,15,8,3,4,29:15,14,27
19/20,15.speeldag,4,Antwerp FC,15,8,3,4,31:23,8,27
19/20,15.speeldag,5,KV Mechelen,15,8,3,4,27:23,4,27
19/20,15.speeldag,6,R Charleroi SC,15,7,5,3,21:15,6,26
19/20,15.speeldag,7,Zulte Waregem,15,6,4,5,23:19,4,22
19/20,15.speeldag,8,KRC Genk,15,6,3,6,21:21,0,21
19/20,15.speeldag,9,Moeskroen,15,5,6,4,21:19,2,21
19/20,15.speeldag,10,RSC Anderlecht,15,5,5,5,19:18,1,20
19/20,15.speeldag,11,St-Truidense VV,15,5,4,6,16:25,-9,19
19/20,15.speeldag,12,KAS Eupen,15,4,4,7,13:26,-13,16
19/20,15.speeldag,13,KV Kortrijk,15,4,2,9,23:28,-5,14
19/20,15.speeldag,14,KV Oostende,15,3,3,9,17:29,-12,12
19/20,15.speeldag,15,Waasland-Beveren,15,2,4,9,13:30,-17,10
19/20,15.speeldag,16,Cercle Brugge,15,2,1,12,13:36,-23,7
19/20,16.speeldag,1,Club Brugge,16,11,4,1,35:6,29,37
19/20,16.speeldag,2,Standard Luik,16,9,3,4,31:16,15,30
19/20,16.speeldag,3,KAA Gent,16,8,5,3,33:20,13,29
19/20,16.speeldag,4,R Charleroi SC,16,8,5,3,24:16,8,29
19/20,16.speeldag,5,Antwerp FC,16,8,4,4,32:24,8,28
19/20,16.speeldag,6,KV Mechelen,16,8,3,5,27:25,2,27
19/20,16.speeldag,7,Zulte Waregem,16,7,4,5,25:19,6,25
19/20,16.speeldag,8,KRC Genk,16,6,4,6,23:23,0,22
19/20,16.speeldag,9,Moeskroen,16,5,7,4,23:21,2,22
19/20,16.speeldag,10,RSC Anderlecht,16,5,6,5,19:18,1,21
19/20,16.speeldag,11,St-Truidense VV,16,5,4,7,17:28,-11,19
19/20,16.speeldag,12,KAS Eupen,16,4,4,8,14:28,-14,16
19/20,16.speeldag,13,KV Kortrijk,16,4,3,9,23:28,-5,15
19/20,16.speeldag,14,KV Oostende,16,3,3,10,17:31,-14,12
19/20,16.speeldag,15,Waasland-Beveren,16,2,5,9,14:31,-17,11
19/20,16.speeldag,16,Cercle Brugge,16,2,2,12,14:37,-23,8
19/20,17.speeldag,1,Club Brugge,17,12,4,1,36:6,30,40
19/20,17.speeldag,2,Standard Luik,17,10,3,4,33:17,16,33
19/20,17.speeldag,3,KAA Gent,17,9,5,3,35:20,15,32
19/20,17.speeldag,4,R Charleroi SC,17,9,5,3,26:16,10,32
19/20,17.speeldag,5,Antwerp FC,17,9,4,4,33:24,9,31
19/20,17.speeldag,6,Zulte Waregem,17,8,4,5,26:19,7,28
19/20,17.speeldag,7,KV Mechelen,17,8,3,6,27:26,1,27
19/20,17.speeldag,8,KRC Genk,17,6,4,7,24:25,-1,22
19/20,17.speeldag,9,St-Truidense VV,17,6,4,7,19:29,-10,22
19/20,17.speeldag,10,Moeskroen,17,5,7,5,23:22,1,22
19/20,17.speeldag,11,RSC Anderlecht,17,5,6,6,21:21,0,21
19/20,17.speeldag,12,KAS Eupen,17,4,4,9,14:29,-15,16
19/20,17.speeldag,13,KV Kortrijk,17,4,3,10,23:30,-7,15
19/20,17.speeldag,14,KV Oostende,17,4,3,10,20:33,-13,15
19/20,17.speeldag,15,Waasland-Beveren,17,2,5,10,14:33,-19,11
19/20,17.speeldag,16,Cercle Brugge,17,2,2,13,15:39,-24,8
19/20,18.speeldag,1,Club Brugge,18,13,4,1,38:7,31,43
19/20,18.speeldag,2,KAA Gent,18,10,5,3,37:20,17,35
